epoch,loss,val_loss,val_acc,val_wf1,val_mf1,test_acc,test_wf1,test_mf1,gap,f1_hap,f1_sad,f1_neu,f1_ang,f1_exc,f1_fru,pair_hap_exc,pair_ang_fru
1,1.7826117958341325,1.6159542798995972,0.37521514629948366,0.3336076491420006,0.2145871876171157,0.32162661737523107,0.23706409258828845,0.20157131016888238,-0.16665751593453537,0.0,0.0,0.3860430586488493,0.36585365853658536,0.0,0.4575311438278596,0.0,0.4116924011822225
2,1.6263272421700614,1.414930820465088,0.5438898450946644,0.4978876172829856,0.4195706462533706,0.4658040665434381,0.428525851774309,0.39678668075921264,-0.21139642170497353,0.0,0.73828125,0.33729216152019004,0.3904382470119522,0.3631713554987212,0.5515370705244123,0.1815856777493606,0.4709876587681822
3,1.4197683674948556,1.2224791049957275,0.5938037865748709,0.5572363165135421,0.49298734738946526,0.5945779420825632,0.5658152660690687,0.5243541212903935,-0.19728926249912804,0.0,0.7624521072796935,0.5025125628140703,0.5819397993311036,0.6753670473083198,0.6238532110091743,0.3376835236541599,0.6028965051701389
4,1.3037597792489188,1.1147041320800781,0.6299483648881239,0.6022261161980524,0.5195893551642264,0.6568083795440542,0.622798358864942,0.570872081225764,-0.1890556471688407,0.0,0.8076190476190476,0.6436781609195402,0.5916398713826366,0.7496423462088698,0.6326530612244898,0.3748211731044349,0.6121464663035632
5,1.1903428520475114,1.0638275146484375,0.657487091222031,0.6354509909994955,0.5484283913757827,0.651879235982748,0.6292968539851449,0.5891792160656141,-0.12651533739907395,0.10191082802547771,0.7900207900207901,0.6254635352286774,0.6412698412698413,0.7376543209876543,0.638755980861244,0.419782574506566,0.6400129110655426
6,1.1568172999790736,1.0823347568511963,0.6454388984509466,0.6464200751362115,0.6050711816282247,0.6568083795440542,0.6529895106694392,0.6397126688605056,-0.07448254312787728,0.4037854889589905,0.8143939393939394,0.6588845654993515,0.651685393258427,0.7389937106918238,0.5705329153605015,0.5713895998254072,0.6111091543094642
7,1.117071577480861,1.0250341892242432,0.6970740103270223,0.6891220187521327,0.6168873415962406,0.6598890942698706,0.6498638414673676,0.6231442506025742,-0.09203738825661789,0.2727272727272727,0.7782805429864253,0.6607734806629835,0.6687306501547987,0.7338582677165354,0.6244952893674294,0.5032927702219041,0.646612969761114
8,1.0697470647948129,1.0001788139343262,0.7091222030981067,0.7066804151080885,0.6557598957442697,0.6715958102279729,0.66885766205278,0.6550707290955105,-0.06956825086048668,0.43223443223443225,0.81640625,0.6376404494382022,0.6543535620052771,0.7598684210526315,0.6299212598425197,0.596051426643532,0.6421374109238984
9,1.0170667512076241,0.9799089431762695,0.7194492254733219,0.7230012888734093,0.6528011300457547,0.6654343807763401,0.6666809029287283,0.6519931941873754,-0.0371578080313546,0.43416370106761565,0.7937219730941704,0.6518171160609613,0.6586102719033232,0.7387687188019967,0.6348773841961853,0.5864662099348061,0.6467438280497543
10,1.0468466537339347,0.9850835800170898,0.7074010327022375,0.6990949234761283,0.641880053226675,0.6876155268022182,0.6822302415142633,0.6596642713824011,-0.06176307371684486,0.4,0.8185483870967742,0.6683870967741935,0.6397306397306397,0.7516129032258064,0.6797066014669927,0.5758064516129032,0.6597186205988161
11,1.036846331187657,0.961647629737854,0.7246127366609294,0.7223611985627009,0.6852331235419422,0.6839186691312384,0.6825506847841798,0.669762290845176,-0.07519870144980301,0.46774193548387094,0.8050847457627118,0.6639784946236559,0.6786632390745502,0.7529812606473595,0.6501240694789082,0.6103615980656152,0.6643936542767293
12,1.0033837727137975,0.9679808020591736,0.7125645438898451,0.7090353265202013,0.636631973718906,0.6974738139248305,0.6911924963620854,0.6653188094323542,-0.035402970654623944,0.3565217391304348,0.8165938864628821,0.7085427135678392,0.6807228915662651,0.7567567567567568,0.6727748691099477,0.5566392479435958,0.6767488803381063
13,0.985265280519213,0.9386664032936096,0.7624784853700516,0.760753404914993,0.723645562104613,0.6765249537892791,0.6803293221543806,0.6692666577525831,-0.04659887722560341,0.5157593123209169,0.8156182212581344,0.6921119592875318,0.6666666666666666,0.6587771203155819,0.6666666666666666,0.5872682163182494,0.6666666666666666
14,0.9644058261598859,0.9497528076171875,0.729776247848537,0.7257981195733989,0.6569344148284453,0.6906962415280345,0.6828884378998139,0.6590642365428178,-0.014653018542698404,0.3755868544600939,0.8185654008438819,0.6920980926430518,0.6542553191489362,0.7558823529411764,0.657997399219766,0.5657346037006352,0.6561263591843511
15,0.9392813955034528,0.9313405752182007,0.76592082616179,0.7648792180072952,0.742717578759034,0.6919285274183611,0.6947371254068945,0.6765714678233333,-0.007940820285252115,0.4755700325732899,0.7982261640798226,0.710997442455243,0.6647398843930635,0.7279029462738301,0.6819923371647509,0.60173648942356,0.6733661107789073
16,0.9200411694390433,0.9444316625595093,0.7487091222030982,0.7477797721616055,0.6964588125161502,0.6833025261860751,0.6824366160145421,0.6687994851280137,0.024390493120465928,0.4693140794223827,0.8257261410788381,0.69185360094451,0.6686046511627907,0.7165217391304348,0.6407766990291263,0.5929179092764087,0.6546906750959585
17,0.9147564257894244,0.9326894283294678,0.7452667814113597,0.7437106558991813,0.7208378551239895,0.6943930991990142,0.6981066230675653,0.6860135462818896,0.017933002540043375,0.5201238390092879,0.8159645232815964,0.7022900763358778,0.6842105263157895,0.7158273381294964,0.6776649746192893,0.6179755885693922,0.6809377504675393
18,0.9145703741482326,0.9221575260162354,0.7573149741824441,0.7549843610272108,0.7261760555449858,0.7024029574861368,0.7002592619693855,0.6810920403676116,0.0075871518680027394,0.45901639344262296,0.8044444444444444,0.7063020214030915,0.6791277258566978,0.7449664429530202,0.6926952141057935,0.6019914181978215,0.6859114699812456
19,0.8729745149612427,0.9330297708511353,0.7452667814113597,0.7456839519546203,0.7095626025088059,0.6888478126925447,0.689148214785142,0.6773545863739551,0.06005525588989258,0.5018181818181818,0.8336842105263158,0.6916890080428955,0.6553398058252428,0.7491638795986622,0.6324324324324324,0.625491030708422,0.6438861191288376
20,0.8861621192523411,0.9279665946960449,0.7693631669535284,0.769139986849115,0.7528323035202639,0.6931608133086876,0.6917534324142992,0.6781973209612877,0.041804475443703804,0.512,0.7982062780269058,0.7125416204217536,0.6666666666666666,0.7221238938053097,0.6576454668470907,0.6170619469026548,0.6621560667568787
21,0.9197790111814227,0.9650421142578125,0.7177280550774526,0.7189569162398325,0.6729740488412849,0.685150955021565,0.6851035797750692,0.6763278161663621,0.04526310307638981,0.5180327868852459,0.8235294117647058,0.6971830985915493,0.6740947075208914,0.7225130890052356,0.6226138032305433,0.6202729379452407,0.6483542553757173
22,0.8757371987615313,0.910615086555481,0.7487091222030982,0.7498326692462125,0.7161879164310184,0.6925446703635243,0.68839607271394,0.6703038642295459,0.034877887793949625,0.46218487394957986,0.8087912087912088,0.7251995438996579,0.6469002695417789,0.746268656716418,0.6324786324786325,0.6042267653329989,0.6396894510102057
23,0.8585814493043082,0.9517662525177002,0.7469879518072289,0.7441849323474861,0.7251654941059845,0.7122612446087492,0.7126304371847882,0.6957489757947274,0.09318480321339195,0.5035460992907801,0.8152866242038217,0.7177522349936143,0.6809815950920245,0.757679180887372,0.6992481203007519,0.630612640089076,0.6901148576963883
24,0.8605563981192452,0.9188836812973022,0.7555938037865749,0.7560832677742728,0.7258138553203186,0.6857670979667283,0.684046252993436,0.6706317460573361,0.05832728317805702,0.5134099616858238,0.8008565310492506,0.7248803827751196,0.6345177664974619,0.7384615384615385,0.6116642958748222,0.6259357500736811,0.6230910311861421
25,0.8384316733905247,0.9315696954727173,0.7573149741824441,0.7573870029307578,0.7255632925862708,0.7024029574861368,0.7012723182689682,0.6889226309521671,0.09313802208219257,0.5358490566037736,0.8177966101694916,0.7201889020070839,0.6593406593406593,0.7504302925989673,0.6499302649930265,0.6431396746013704,0.6546354621668429
26,0.8455496856144497,0.950287938117981,0.7469879518072289,0.7467418321991313,0.7122036361253331,0.7128773875539125,0.7127469581422594,0.6993748093866768,0.1047382525035313,0.5318352059925093,0.8318965517241379,0.7198067632850241,0.6788990825688074,0.7525773195876289,0.6812339331619537,0.6422062627900691,0.6800665078653805
27,0.8145783799035209,0.9543125629425049,0.7521514629948365,0.7520996991716055,0.7040274979043065,0.6925446703635243,0.6892166492602713,0.6741161924213687,0.139734183038984,0.47619047619047616,0.8168421052631579,0.7090301003344481,0.6627906976744186,0.7409948542024014,0.6388489208633094,0.6085926651964388,0.650819809268864
28,0.8253692558833531,0.9333051443099976,0.7487091222030982,0.7501787750451665,0.7148319209269051,0.6980899568699939,0.6953980457450434,0.6768222654392134,0.10793588842664448,0.464,0.8103448275862069,0.7199017199017199,0.6573816155988857,0.7544141252006421,0.654891304347826,0.6092070626003211,0.6561364599733559
29,0.8042347942079816,0.9231849908828735,0.7693631669535284,0.7677696029396786,0.7366505826235302,0.6974738139248305,0.6965209242047022,0.6848660611191425,0.11895019667489193,0.5538461538461539,0.8114754098360656,0.7178871548619448,0.6378378378378379,0.7450980392156863,0.6430517711171662,0.6494720965309201,0.640444804477502
30,0.7949344004903521,0.9525812268257141,0.7590361445783133,0.7574935991107327,0.7430963923178174,0.7110289587184226,0.7094953097547592,0.6946824869660433,0.15764682633536198,0.5203252032520326,0.8250539956803455,0.7189695550351288,0.6707317073170732,0.7517241379310344,0.6812903225806451,0.6360246705915336,0.6760110149488592
31,0.792936554976872,0.9333348870277405,0.7555938037865749,0.7566564979377183,0.7362287612164783,0.6937769562538509,0.691200407273412,0.6777661329385869,0.1403983320508685,0.5,0.823045267489712,0.7193195625759417,0.6544502617801047,0.746218487394958,0.6235632183908046,0.623109243697479,0.6390067400854547
32,0.8150631700243268,0.954033613204956,0.7555938037865749,0.7543967365701872,0.7298459587549458,0.7104128157732594,0.7099959985319536,0.694458832967316,0.13897044318062923,0.5287356321839081,0.8103448275862069,0.7194066749072929,0.6626506024096386,0.7564766839378239,0.6891385767790262,0.642606158060866,0.6758945895943325
33,0.7717737810952323,0.9390443563461304,0.7573149741824441,0.7573782463714406,0.7356472524447443,0.6993222427603204,0.6977797904452848,0.6847865389563808,0.16727057525089806,0.5298507462686567,0.8200836820083682,0.7266355140186916,0.6465753424657534,0.7508771929824561,0.6346967559943583,0.6403639696255564,0.6406360492300558
34,0.7481211594172886,0.9478277564048767,0.7487091222030982,0.749304619370995,0.7178508266308524,0.7042513863216266,0.7021366079535206,0.6845602708260818,0.19970659698758808,0.4897959183673469,0.8207343412526998,0.7257281553398058,0.6534090909090909,0.7554076539101497,0.6622864651773982,0.6226017861387483,0.6578477780432446
35,0.7626380494662693,0.9531036019325256,0.7590361445783133,0.7587687612385358,0.7351876908746369,0.7030191004313001,0.7013639418540767,0.689331513916677,0.1904655524662563,0.5440613026819924,0.8100208768267223,0.7208480565371025,0.6521739130434783,0.7676419965576592,0.6412429378531074,0.6558516496198258,0.6467084254482929
36,0.7521933998380389,0.9516622424125671,0.7435456110154905,0.742219985058453,0.7096639160927133,0.6999383857054837,0.6956515283779524,0.6761441607970912,0.19946884257452824,0.46551724137931033,0.8170212765957446,0.7264038231780168,0.6408839779005525,0.7577235772357723,0.6493150684931507,0.6116204093075414,0.6450995231968516
37,0.7426110165459769,0.9589004516601562,0.7555938037865749,0.7548488482125301,0.7284091264056748,0.7048675292667899,0.7041423926121205,0.6922966354945329,0.2162894351141793,0.556390977443609,0.819672131147541,0.7156398104265402,0.6477272727272727,0.7549194991055456,0.6594301221166893,0.6556552382745773,0.653578697421981
38,0.7653170994349888,0.957952082157135,0.7487091222030982,0.7493984800641881,0.7223256531480216,0.6987060998151571,0.6957015659695298,0.6763896410366627,0.1926349827221462,0.4715447154471545,0.8202959830866807,0.7242206235011991,0.6348314606741573,0.7562189054726368,0.6512261580381471,0.6138818104598956,0.6430288093561523
39,0.7324217983654567,0.9625532627105713,0.7521514629948365,0.7521092469544348,0.7107713542573794,0.7005545286506469,0.6969215624420261,0.6784458838957828,0.23013146434511456,0.47257383966244726,0.8206185567010309,0.7175757575757575,0.6464088397790055,0.7558528428093646,0.6576454668470907,0.6142133412359059,0.6520271533130482
40,0.7243971824645996,0.9529268145561218,0.7555938037865749,0.7556490096596583,0.7399209511295063,0.7067159581022797,0.7058156369335182,0.6927460511971447,0.22852963209152222,0.5482625482625483,0.8179871520342612,0.7264260768335273,0.6458923512747875,0.7657342657342657,0.6521739130434783,0.656998406998407,0.6490331321591329
41,0.712091360773359,0.9536977410316467,0.7504302925989673,0.7502612147827579,0.7286776778723376,0.6968576709796673,0.694044301731217,0.6753754425236581,0.24160638025828773,0.4730290456431535,0.8168421052631579,0.7197062423500612,0.6356164383561644,0.76,0.6470588235294118,0.6165145228215767,0.6413376309427881
42,0.721398047038487,0.9885966777801514,0.7504302925989673,0.7487084730189367,0.7283372642444377,0.7024029574861368,0.7010752324264617,0.689227281888343,0.2671986307416644,0.549618320610687,0.8073770491803278,0.710128055878929,0.6526946107784432,0.7570422535211268,0.6585034013605442,0.6533302870659069,0.6555990060694936
43,0.7086633103234428,0.9717366099357605,0.7487091222030982,0.7486470913479351,0.7311233890768856,0.696241528034504,0.69335094834099,0.6756355140259046,0.26307329961231773,0.47540983606557374,0.8118393234672304,0.7154861944777912,0.6442577030812325,0.76,0.6468200270635994,0.6177049180327869,0.645538865072416
44,0.7092711499759129,0.9665988683700562,0.7521514629948365,0.7525670340389895,0.730074575405412,0.6987060998151571,0.6956208031144615,0.67804127979622,0.25732771839414326,0.48360655737704916,0.8143459915611815,0.72294887039239,0.6424581005586593,0.7591973244147158,0.6456908344733242,0.6214019408958824,0.6440744675159917
45,0.7049718924931118,0.9837626218795776,0.7469879518072289,0.7478681425560907,0.7092414166598751,0.6993222427603204,0.6958996775155972,0.6771298529209694,0.2787907293864659,0.47107438016528924,0.8225469728601252,0.7192118226600985,0.6402266288951841,0.7564935064935064,0.6532258064516129,0.6137839433293979,0.6467262176733986
46,0.7271293827465602,0.9738250970840454,0.7435456110154905,0.744067079731344,0.7209735556436524,0.6974738139248305,0.6939998485645916,0.6775919024683521,0.24669571433748516,0.4939271255060729,0.8213552361396304,0.7285886610373945,0.6376021798365122,0.75,0.6340782122905028,0.6219635627530364,0.6358401960635075
47,0.7057568345751081,0.9679006338119507,0.7435456110154905,0.7434356648454377,0.7205162366005954,0.6968576709796673,0.6934942045721202,0.6742914796570392,0.2621437992368426,0.4686192468619247,0.8168421052631579,0.7259439707673568,0.6368715083798883,0.7504132231404959,0.6470588235294118,0.6095162350012102,0.64196516595465
48,0.6949365820203509,0.9733709096908569,0.7538726333907056,0.7538630878078759,0.7274739795894952,0.6931608133086876,0.6901122038572219,0.6711847552929461,0.278434327670506,0.4691358024691358,0.8135593220338984,0.7188612099644128,0.6309859154929578,0.7495798319327731,0.6449864498644986,0.6093578172009544,0.6379861826787282
49,0.7368925980159214,0.9753748774528503,0.7469879518072289,0.7475566377567626,0.723450123791957,0.6956253850893407,0.691740742352358,0.6721451290756614,0.2384822794369289,0.46473029045643155,0.81419624217119,0.7259615384615384,0.631578947368421,0.7545304777594728,0.6418732782369146,0.6096303841079522,0.6367261128026678
50,0.7112723418644497,0.9806783199310303,0.7401032702237521,0.7403129615159905,0.7139925459718155,0.6999383857054837,0.6963775350838741,0.6769399822031806,0.2694059780665806,0.4730290456431535,0.8218029350104822,0.730816077953715,0.6348314606741573,0.7516339869281046,0.6495263870094723,0.6123315162856291,0.6421789238418147
51,0.70997497013637,0.9812415838241577,0.7418244406196214,0.7418546299365086,0.7147577566856081,0.6987060998151571,0.6951681808788811,0.6758988522506387,0.2712666136877877,0.4773662551440329,0.8200836820083682,0.727932285368803,0.6285714285714286,0.7528641571194763,0.6485753052917232,0.6151152061317546,0.6385733669315758
52,0.7079487613269261,0.9795540571212769,0.7469879518072289,0.7472164644951592,0.7223951356617947,0.6999383857054837,0.696366818014675,0.6773705191933345,0.2716052957943508,0.4773662551440329,0.8166666666666667,0.727710843373494,0.6363636363636364,0.7557755775577558,0.6503401360544218,0.6165709163508943,0.6433518862090291
