epoch,loss,val_loss,val_acc,val_wf1,val_mf1,test_acc,test_wf1,test_mf1,gap,f1_neutral,f1_surprise,f1_fear,f1_sadness,f1_joy,f1_disgust,f1_anger
11,1.1252321727348096,1.2274176478385925,0.7246636771300449,0.7267421693781817,0.5549995498036241,0.6455938697318008,0.6495101380336548,0.49639678890266276,0.10218547510378295,0.7848509266720387,0.5643564356435643,0.2835820895522388,0.40236686390532544,0.6222222222222222,0.2857142857142857,0.5316846986089645
12,1.0818625038320369,1.2426449358463287,0.7345291479820628,0.7307397255963228,0.5618202546973331,0.6505747126436782,0.6515270872860086,0.49729834260013256,0.16078243201429188,0.7880690737833596,0.5740072202166066,0.22058823529411764,0.41361256544502617,0.6240601503759399,0.3448275862068966,0.5159235668789809
13,1.0622971726186348,1.2337074875831604,0.7246636771300449,0.7270005052938247,0.5565084534796533,0.6478927203065135,0.6527887658976219,0.5037169266976792,0.17141031496452563,0.7850770478507705,0.5659163987138264,0.25,0.4376470588235294,0.6311688311688312,0.3391812865497076,0.5170278637770898
14,1.0486502340345671,1.2787982523441315,0.7354260089686099,0.7346383648458225,0.5732830395680316,0.6490421455938697,0.6523011851462152,0.5004637554031661,0.23014801830956433,0.7851971037811746,0.5614035087719298,0.24742268041237114,0.4232558139534884,0.631578947368421,0.32679738562091504,0.5275908479138627
15,1.0230209881609136,1.2719150483608246,0.7085201793721974,0.7114323348911487,0.5452243291838633,0.6444444444444445,0.6506318138245485,0.508183646743766,0.248894060199911,0.7715607909129154,0.57,0.26229508196721313,0.4512820512820513,0.6407982261640798,0.33519553072625696,0.5261538461538462
16,1.0292832146991382,1.3032171428203583,0.737219730941704,0.7311042261566415,0.5713850239410903,0.6567049808429118,0.6533323915440012,0.49849950398139253,0.2739339281212201,0.7885669537979639,0.5649913344887348,0.2807017543859649,0.38153846153846155,0.6435897435897436,0.2978723404255319,0.532235939643347
17,0.9805649934392987,1.2870830595493317,0.7210762331838565,0.7250353542589859,0.5495405794823545,0.6432950191570881,0.6490524477815623,0.4906672804683035,0.30651806611003296,0.7828200972447326,0.5709459459459459,0.24161073825503357,0.3722397476340694,0.6405228758169934,0.29523809523809524,0.5312934631432545
18,0.9889643210353274,1.3221940100193024,0.7040358744394619,0.7076810566878167,0.5415762289497617,0.6337164750957854,0.6419972998085187,0.49202636950306894,0.333229688983975,0.7696867061812024,0.5652892561983471,0.2331288343558282,0.41919191919191917,0.6287625418060201,0.3150684931506849,0.5130568356374808
19,0.9705624887437532,1.3216188251972198,0.7318385650224215,0.7300021595441648,0.5760671222648833,0.6471264367816092,0.6483662861529397,0.492398634474835,0.3510563364534667,0.7816,0.5522388059701493,0.24,0.425531914893617,0.6268656716417911,0.2896551724137931,0.5308988764044944
20,0.9646825663971178,1.3510539531707764,0.7255605381165919,0.7228818283104828,0.5466737336429517,0.6544061302681993,0.6532918481858073,0.4978806568697907,0.38637138677365856,0.791795665634675,0.5489443378119002,0.2589928057553957,0.40350877192982454,0.6314465408805031,0.31693989071038253,0.5335365853658537
21,0.9266283692735614,1.3446605503559113,0.7219730941704036,0.7243362565468732,0.5546158711387357,0.6421455938697318,0.6453982345925999,0.49531762783726613,0.41803218108234985,0.7801361633960753,0.54296875,0.25,0.4129353233830846,0.6233766233766234,0.3352601156069364,0.5225464190981433
22,0.9171308893145937,1.347179114818573,0.7327354260089686,0.7322505332559314,0.5774027973701449,0.6379310344827587,0.6410460599541906,0.485899631488974,0.43004822550397925,0.7752495009980039,0.5348399246704332,0.2119205298013245,0.39577836411609496,0.6202365308804205,0.3283582089552239,0.5349143610013175
23,0.9004031004327716,1.3404395878314972,0.7399103139013453,0.7391377158403365,0.5863441413457833,0.6452107279693486,0.6470948072729391,0.4945791951108765,0.4400364873987256,0.7823669579030977,0.54673721340388,0.2644628099173554,0.40198511166253104,0.6205059920106525,0.3087248322147651,0.5372714486638537
24,0.8804648012825937,1.4334357976913452,0.7300448430493274,0.7242432208037045,0.5680136579773686,0.6544061302681993,0.6515201578752402,0.5037247756840608,0.5529709964087515,0.7803921568627451,0.5561904761904762,0.26262626262626265,0.43,0.629940119760479,0.328125,0.5387994143484627
25,0.8632525530728427,1.402766466140747,0.7327354260089686,0.725943386309878,0.5692125808379558,0.6505747126436782,0.6470996870151491,0.4939751532606085,0.5395139130679044,0.7831184056271981,0.5626134301270418,0.23853211009174313,0.3891891891891892,0.618096357226792,0.3356643356643357,0.5306122448979592
26,0.8306469447685011,1.4499273300170898,0.7327354260089686,0.7225020727921466,0.5497736102243543,0.6547892720306513,0.6478547331239826,0.4842616310758542,0.6192803852485887,0.7869350550702621,0.5524861878453039,0.22413793103448276,0.36,0.6281879194630873,0.2905982905982906,0.547486033519553
27,0.8359125653902689,1.4493655264377594,0.7345291479820628,0.7322639746096986,0.5872838625095155,0.6494252873563219,0.6491840490509405,0.49854672381728193,0.6134529610474905,0.7797286512370312,0.5424954792043399,0.26666666666666666,0.42377260981912146,0.6262886597938144,0.304,0.546875
28,0.8208658352042689,1.5068126618862152,0.7309417040358744,0.7252170317757283,0.5646676346246947,0.6513409961685823,0.6498459901523449,0.4974655950211311,0.6859468266819463,0.7805655117483075,0.5607142857142857,0.24,0.40668523676880225,0.6253101736972705,0.3235294117647059,0.5454545454545454
29,0.8005650531161915,1.4530173242092133,0.7300448430493274,0.7276388323641416,0.5773701644145054,0.6452107279693486,0.646284871802867,0.502492668037971,0.6524522710930217,0.7722289890377588,0.5605536332179931,0.2608695652173913,0.4177545691906005,0.6254728877679697,0.3458646616541353,0.5347043701799485
30,0.7931086240392743,1.4157786071300507,0.7318385650224215,0.7299972255309499,0.5702062773901198,0.6455938697318008,0.647444382504305,0.4951354923202035,0.6226699830907764,0.7778662420382165,0.5636363636363636,0.22764227642276422,0.4051948051948052,0.6306532663316583,0.3312883435582822,0.5296671490593343
31,0.7968828876813253,1.4728747308254242,0.7282511210762331,0.7252144740287546,0.5658675357669528,0.6478927203065135,0.6487480558172699,0.500789228022702,0.6759918431440989,0.7805267358339985,0.5566218809980806,0.2545454545454545,0.40481927710843374,0.6314496314496314,0.35036496350364965,0.5271966527196653
32,0.7604368310986143,1.4852928817272186,0.726457399103139,0.7253646456769,0.5621671774569315,0.6440613026819924,0.6460196481508774,0.4926112385540362,0.7248560506286044,0.7773766546329723,0.56,0.24,0.40793201133144474,0.6224489795918368,0.3057324840764331,0.5347885402455662
33,0.7656865119934082,1.5704393088817596,0.726457399103139,0.7219427848378273,0.546451295117604,0.6421455938697318,0.6423337435384029,0.4931109842536191,0.8047527968883514,0.7730891719745223,0.5487364620938628,0.24761904761904763,0.4020100502512563,0.6223958333333334,0.328125,0.5298013245033113
34,0.7445321083068848,1.538667768239975,0.7318385650224215,0.7269665149116834,0.5679796145308624,0.6494252873563219,0.6487257272197533,0.48737805409341867,0.7941356599330902,0.7862981704943558,0.5557586837294333,0.21212121212121213,0.42455242966751916,0.6191117092866757,0.2857142857142857,0.5280898876404494
35,0.7649411324298743,1.5980022549629211,0.7327354260089686,0.7255416685326135,0.5590957380955679,0.650191570881226,0.6477330509746095,0.4907691751095175,0.8330611225330469,0.7817969661610268,0.5557586837294333,0.20833333333333334,0.42317380352644834,0.625158831003812,0.3157894736842105,0.5253731343283582
36,0.7329018910725912,1.5682038068771362,0.7291479820627803,0.7232617159660941,0.5641367569356291,0.6452107279693486,0.6446842935050728,0.4923585723610685,0.835301915804545,0.782780410742496,0.5377532228360957,0.23931623931623933,0.40302267002518893,0.6171284634760705,0.34108527131782945,0.5254237288135594
37,0.7157171296350884,1.5696158409118652,0.7336322869955157,0.7298212141589321,0.5642491839388396,0.6452107279693486,0.6454572832098574,0.4847303257135575,0.8538987112767769,0.7797690163281561,0.5575539568345323,0.21212121212121213,0.425531914893617,0.6197530864197531,0.2711864406779661,0.5271966527196653
38,0.7185023860497908,1.5996794402599335,0.7273542600896861,0.7229269242886707,0.5529299554561184,0.6444444444444445,0.6445115181754041,0.49620364351977836,0.8811770542101427,0.7756410256410257,0.5514834205933682,0.23214285714285715,0.41530054644808745,0.6171003717472119,0.3511450381679389,0.5306122448979592
39,0.6695692611463142,1.722673386335373,0.7327354260089686,0.7219245272136435,0.5446554752535102,0.6540229885057471,0.6458596608107837,0.48104931988130556,1.0531041251890587,0.7877862595419848,0.5567765567765568,0.2,0.3710144927536232,0.6113861386138614,0.3,0.540381791483113
40,0.6888944434397148,1.6708934009075165,0.7345291479820628,0.7268449722876866,0.5550806882684036,0.6425287356321839,0.6400992536491067,0.47768646128065534,0.9819989574678016,0.7762376237623763,0.5398550724637681,0.20202020202020202,0.40616966580976865,0.6180904522613065,0.2727272727272727,0.5287049399198932
41,0.6933128147414236,1.6446751952171326,0.7309417040358744,0.723542596232371,0.552174715465335,0.6475095785440613,0.6463769601062348,0.49267284792369165,0.951362380475709,0.7821316614420063,0.5451197053406999,0.21621621621621623,0.42,0.6195372750642674,0.34074074074074073,0.5249643366619116
42,0.6652423504627112,1.6719792187213898,0.7327354260089686,0.7252311820252347,0.5563555111258768,0.6463601532567049,0.6437129010273276,0.49138269736415896,1.0067368682586786,0.7790468688460024,0.5457875457875457,0.24742268041237114,0.4082687338501292,0.6102941176470589,0.31496062992125984,0.5338983050847458
43,0.6836532498850967,1.6184714436531067,0.7228699551569506,0.7191133392318253,0.5490355550373505,0.6409961685823755,0.6425285576422742,0.4954622050695206,0.93481819376801,0.7731295253419147,0.542907180385289,0.23008849557522124,0.43037974683544306,0.6138364779874214,0.3511450381679389,0.5267489711934157
44,0.6481324885830735,1.6205957531929016,0.7237668161434978,0.7207725017270595,0.555558725913081,0.6394636015325671,0.6421404332139825,0.49633015695595656,0.9724632646098281,0.7674134419551935,0.5531914893617021,0.21621621621621623,0.43031784841075793,0.6167076167076168,0.35658914728682173,0.5338753387533876
45,0.6697254740830624,1.6677572131156921,0.7336322869955157,0.7261374431842063,0.5710480731779155,0.6494252873563219,0.6477186420658377,0.49249275058339453,0.9980317390326298,0.781854043392505,0.5527272727272727,0.2037037037037037,0.4143646408839779,0.623279098873592,0.34074074074074073,0.53077975376197
46,0.6683655308954644,1.6913766860961914,0.7309417040358744,0.7243893164523427,0.5665156718244271,0.6478927203065135,0.6467499745456411,0.4922038927367834,1.023011155200727,0.7784,0.5547703180212014,0.2127659574468085,0.41379310344827586,0.6205191594561187,0.32558139534883723,0.5395973154362416
47,0.6390754815303918,1.6901242136955261,0.7273542600896861,0.7206496947580303,0.5562655614436754,0.6482758620689655,0.645960650210407,0.4893161839014998,1.0510487321651343,0.7815092848676413,0.549645390070922,0.22,0.41578947368421054,0.6194690265486725,0.3103448275862069,0.5284552845528455
48,0.646960791313287,1.706181913614273,0.7318385650224215,0.723348949655316,0.5580488815555397,0.6498084291187739,0.6458393232842562,0.48965579784306373,1.0592211223009862,0.7833203429462198,0.5533453887884268,0.21359223300970873,0.4074074074074074,0.6197530864197531,0.3305785123966942,0.5195936139332366
49,0.6503012920870925,1.6978991031646729,0.7300448430493274,0.7232434973603766,0.5523681231467107,0.6490421455938697,0.6463350166366619,0.4909343333109657,1.0475978110775803,0.7820613690007868,0.5500910746812386,0.21052631578947367,0.41414141414141414,0.6184538653366584,0.3333333333333333,0.5279329608938548
50,0.6127247846487797,1.7004730701446533,0.7291479820627803,0.7231137022102891,0.5573521757798547,0.6436781609195402,0.6431000295271934,0.49278101610396857,1.0877482854958735,0.7763578274760383,0.5467625899280576,0.2268041237113402,0.4090909090909091,0.6153846153846154,0.3464566929133858,0.5286103542234333
51,0.6307553721196724,1.7209360003471375,0.7327354260089686,0.7249470858729833,0.5604644947917915,0.6486590038314176,0.6456266699603875,0.4937297758857269,1.090180628227465,0.7809673613841919,0.5490909090909091,0.23529411764705882,0.4,0.6176470588235294,0.34146341463414637,0.5316455696202531
52,0.634161914839889,1.7237789034843445,0.7300448430493274,0.7220103502226091,0.5529443519200232,0.6459770114942529,0.6433215056257563,0.49017351556516103,1.0896169886444556,0.7785657998423956,0.5467625899280576,0.21568627450980393,0.4022038567493113,0.6134663341645885,0.34375,0.53077975376197
53,0.6259163202661456,1.731694906949997,0.7309417040358744,0.7221371133860317,0.5468860892875204,0.6478927203065135,0.6451327943572103,0.49118054264887195,1.1057785866838512,0.7817178881008668,0.5438282647584973,0.20952380952380953,0.4054794520547945,0.6161369193154034,0.352,0.5295774647887324
54,0.6143655921473647,1.7235194444656372,0.7273542600896861,0.7194265655340265,0.543590228215136,0.6482758620689655,0.6457034172010412,0.49044487284837845,1.1091538523182725,0.7811023622047244,0.5497287522603979,0.20952380952380953,0.4032697547683924,0.62,0.3387096774193548,0.53077975376197
55,0.6285130923444574,1.735007494688034,0.7327354260089686,0.7245972092866071,0.5523732851068205,0.6467432950191571,0.6437248718193699,0.4888076084535561,1.1064944023435768,0.7792207792207793,0.5457809694793537,0.2,0.4,0.6182728410513142,0.3492063492063492,0.5291723202170964
56,0.6060307197498552,1.7271627485752106,0.7282511210762331,0.7202319176598622,0.5445600879385017,0.6478927203065135,0.6449650364923641,0.49185258523770026,1.1211320288253552,0.7805261091480172,0.5477477477477477,0.21359223300970873,0.40217391304347827,0.6165413533834586,0.352,0.5303867403314917
57,0.6350581591779535,1.7253384590148926,0.7300448430493274,0.7223627915842619,0.5480103602425367,0.6478927203065135,0.6451440416823004,0.4923968273299373,1.0902802998369392,0.7797010228166797,0.5477477477477477,0.21359223300970873,0.4032697547683924,0.6175,0.352,0.532967032967033
58,0.6042853765415422,1.72886323928833,0.7309417040358744,0.7229911890865545,0.5487992863773403,0.6482758620689655,0.6455575436613292,0.49268722956434535,1.1245778627467877,0.7800078709169618,0.5477477477477477,0.21359223300970873,0.4032697547683924,0.6192259675405742,0.352,0.532967032967033
59,0.633384341543371,1.7297923862934113,0.7309417040358744,0.7227698355641952,0.5469622733632656,0.6478927203065135,0.6449668075554963,0.4919544610801382,1.0964080447500404,0.779874213836478,0.5477477477477477,0.21359223300970873,0.4,0.6175,0.352,0.532967032967033
60,0.6231020698041627,1.7295864820480347,0.7300448430493274,0.7219001734483421,0.5461726729755725,0.6482758620689655,0.6453670543456119,0.4924380047278213,1.106484412243872,0.779874213836478,0.5503597122302158,0.21359223300970873,0.4,0.6182728410513142,0.352,0.532967032967033
