epoch,loss,val_loss,val_acc,val_wf1,val_mf1,test_acc,test_wf1,test_mf1,gap,f1_hap,f1_sad,f1_neu,f1_ang,f1_exc,f1_fru,pair_hap_exc,pair_ang_fru
1,1.9419679301125663,1.7760071754455566,0.4354561101549053,0.4090734732045767,0.322260445985284,0.3333333333333333,0.2960994876030856,0.2733311475916951,-0.16596075466700966,0.0,0.4789473684210526,0.24468085106382978,0.32432432432432434,0.1393939393939394,0.4526404023470243,0.0696969696969697,0.3884823633356743
2,1.758116296359471,1.5327215194702148,0.4784853700516351,0.45837033258928844,0.48087883839349366,0.4898336414048059,0.4764713060591725,0.4552332858153248,-0.22539477688925613,0.1990521327014218,0.6553323029366306,0.3641703377386197,0.37150127226463103,0.6555555555555556,0.48578811369509045,0.42730384412848865,0.42864469297986074
3,1.5430807556424821,1.2997891902923584,0.5611015490533563,0.5268680799879663,0.4888529948037472,0.5674676524953789,0.5343257925852013,0.505558068332571,-0.24329156535012375,0.09937888198757763,0.7363013698630136,0.4066666666666667,0.5013774104683195,0.7345679012345679,0.5550561797752809,0.4169733916110728,0.5282167951218002
4,1.3509529999324255,1.1491844654083252,0.5869191049913941,0.5639993243297673,0.5343163825655227,0.6451016635859519,0.6343489122554067,0.6123749404897598,-0.20176853452410026,0.34024896265560167,0.7954110898661568,0.5762237762237762,0.5684931506849316,0.7719821162444114,0.6218905472636815,0.5561155394500066,0.5951918489743065
5,1.1966135842459542,1.0358587503433228,0.6196213425129088,0.5925375556196102,0.5845220602012174,0.6266173752310537,0.6198820128363745,0.6125416289081164,-0.16075483390263146,0.40418118466898956,0.7947761194029851,0.5533230293663061,0.6146572104018913,0.7596153846153846,0.5486968449931413,0.5818982846421871,0.5816770276975163
6,1.0758151837757655,0.9267367720603943,0.7108433734939759,0.7109179825759082,0.6793183196138961,0.6481823783117683,0.6457647206541685,0.6297875299059844,-0.14907841171537117,0.3971119133574007,0.7948717948717948,0.6501950585175552,0.6108374384236454,0.7617554858934169,0.563953488372093,0.5794336996254088,0.5873954633978692
7,1.021035373210907,0.8981690406799316,0.6815834767641996,0.6718438911455835,0.6329613508780538,0.6524953789279113,0.6545070598443586,0.6417460217573181,-0.12286633253097534,0.4568245125348189,0.8148148148148148,0.64,0.6261398176291794,0.6766917293233082,0.6360052562417872,0.5667581209290635,0.6310725369354833
8,0.9685064213616508,0.8568195700645447,0.7125645438898451,0.7118710794876948,0.6657729386065879,0.6543438077634011,0.6536666689797401,0.6375209450356559,-0.1116868512971061,0.41509433962264153,0.8035320088300221,0.6495263870094723,0.6112469437652812,0.7535321821036107,0.5921938088829072,0.5843132608631261,0.6017203763240941
9,0.9555902140481132,0.8392013311386108,0.7177280550774526,0.7144419096762623,0.6762435554054119,0.678373382624769,0.6777174504751529,0.661169891766996,-0.11638888290950233,0.45484949832775917,0.8194174757281554,0.6797752808988764,0.6263736263736264,0.7577235772357723,0.6288798920377868,0.6062865377817658,0.6276267592057065
10,0.9161022305488586,0.8060337901115417,0.7366609294320138,0.7377681342443361,0.6847396657545173,0.6611213801601972,0.666638315654383,0.655431134474091,-0.1100684404373169,0.48578811369509045,0.8294736842105264,0.6828025477707006,0.6495726495726496,0.6513409961685823,0.6336088154269972,0.5685645549318363,0.6415907324998233
